wd,ws,freq_val
50,2,0.000472559
50,3,0.000662669
50,4,0.000787598
50,5,0.000831052
50,6,0.000711554
50,7,0.000787598
50,8,0.000858211
50,9,0.000841915
50,10,0.000668101
50,11,0.000613784
50,12,0.00053774
50,13,0.000429105
50,14,0.000325903
50,15,0.000353061
50,16,0.000233564
50,17,0.0002227
50,18,0.000179247
50,19,0.000179247
50,20,9.23E-05
50,21,0.000114066
50,22,0.000103203
50,23,9.78E-05
50,24,7.60E-05
50,25,4.89E-05
50,26,4.35E-05
50,27,5.97E-05
50,28,3.80E-05
50,29,5.43E-06
50,30,5.43E-06
50,31,0
50,32,0
50,33,0
50,34,0
50,35,0
50,36,0
50,37,0
50,38,0
55,0,9.23E-05
55,1,0.00025529
55,2,0.000505149
55,3,0.000657237
55,4,0.000831052
55,5,0.000749576
55,6,0.000814757
55,7,0.00082562
55,8,0.000733281
55,9,0.000613784
55,10,0.000575762
55,11,0.000548603
55,12,0.000494286
55,13,0.000342198
55,14,0.000282449
55,15,0.000271586
55,16,0.000244427
55,17,0.000233564
55,18,0.000114066
55,19,0.000135793
55,20,5.43E-05
55,21,7.60E-05
55,22,8.15E-05
55,23,0.000135793
55,24,5.97E-05
55,25,3.80E-05
55,26,2.72E-05
55,27,5.97E-05
55,28,1.09E-05
55,29,5.43E-06
55,30,1.63E-05
55,31,0
55,32,0
55,33,0
55,34,0
55,35,0
55,36,0
55,37,0
55,38,0
60,0,7.60E-05
60,1,0.000282449
60,2,0.000461696
60,3,0.000613784
60,4,0.000755008
60,5,0.000896233
60,6,0.000879937
60,7,0.000755008
60,8,0.000776735
60,9,0.000847347
60,10,0.000581193
60,11,0.000391083
60,12,0.000358493
60,13,0.000342198
60,14,0.000238995
60,15,0.000211837
60,16,0.000179247
60,17,0.000152088
60,18,0.000135793
60,19,9.23E-05
60,20,9.78E-05
60,21,8.15E-05
60,22,8.15E-05
60,23,6.52E-05
60,24,8.15E-05
60,25,3.80E-05
60,26,3.26E-05
60,27,3.80E-05
60,28,1.63E-05
60,29,5.43E-06
60,30,5.43E-06
60,31,5.43E-06
60,32,0
60,33,0
60,34,0
60,35,0
60,36,0
60,37,0
60,38,0
65,0,7.06E-05
65,1,0.000277017
65,2,0.000510581
65,3,0.000668101
65,4,0.000803893
65,5,0.000809325
65,6,0.000858211
65,7,0.000820189
65,8,0.00057033
65,9,0.000678964
65,10,0.000472559
65,11,0.000494286
65,12,0.000369356
65,13,0.000195542
65,14,0.000206405
65,15,0.000211837
65,16,0.00015752
65,17,0.000152088
65,18,6.52E-05
65,19,5.97E-05
65,20,5.97E-05
65,21,6.52E-05
65,22,5.43E-05
65,23,3.80E-05
65,24,6.52E-05
65,25,5.43E-05
65,26,4.89E-05
65,27,5.43E-06
65,28,0
65,29,5.43E-06
65,30,0
65,31,1.09E-05
65,32,0
65,33,0
65,34,0
65,35,0
65,36,0
65,37,0
65,38,0
70,0,0.000119498
70,1,0.000320471
70,2,0.000521444
70,3,0.000662669
70,4,0.000711554
70,5,0.000716986
70,6,0.000771303
70,7,0.000689827
70,8,0.000505149
70,9,0.000581193
70,10,0.000494286
